,S,E,E_delta,I,I_delta,R,E+I
2020-06-25,164360766.10018557,10544232.555403244,3084970.994733843,16570892.026819479,2258905.6456906633,8524109.317591585,27115124.582222722
2020-06-26,161041229.1274674,11412851.989546074,3319536.9727181788,18140170.959994018,2450917.5385753484,9405747.922992393,29553022.949540094
2020-06-27,157480721.52002403,12320538.82891854,3560507.6074433685,19827861.124291927,2652820.768070901,10370878.526765388,32148399.953210466
2020-06-28,153675002.41845506,13262453.045510719,3805719.101568961,21636743.449794594,2863804.884976783,11425801.086239504,34899196.495305315
2020-06-29,149622450.4763085,14232260.121875912,4052551.9421465774,23568325.886322416,3082744.865781383,12576963.515493065,37800586.00819833
2020-06-30,145324524.1803209,15222018.112300359,4297926.2959876,25622563.74973319,3308168.305563154,13830893.957645444,40844581.862033546
2020-07-01,140786205.82387608,16222107.30242896,4538318.356444804,27797568.695256263,3538229.166316201,15194118.178438574,44019675.997685224
2020-07-02,136016403.4785951,17221218.220783796,4769802.345280962,30089316.824600436,3770691.4269261262,16673061.476020528,47310535.04538423
2020-07-03,131028281.3277359,18206414.07509394,4988122.150859204,32491369.536325626,4002926.2965490622,18273935.0608444,50697783.611419566
2020-07-04,125839486.14878881,19163282.52663338,5188795.178947088,34994623.740901895,4231926.727407646,20002607.58367578,54157906.26753528
2020-07-05,120472237.31457868,20076188.667393304,5367248.834210132,37587110.64399871,4454342.69345021,21864463.374029174,57663299.31139202
2020-07-06,114953250.15172353,20928635.83749693,5518987.162855156,40253864.037719384,4666539.992751529,23864249.973060034,61182499.87521631
2020-07-07,109313468.42577162,21703733.44698437,5639781.7259519175,42976879.46822717,4864684.116464476,26005918.659016725,64680612.91521154
2020-07-08,103587591.37420867,22384761.50851628,5725877.051562946,45735184.31703017,5044848.990031033,28292462.80024476,68119945.82554644
2020-07-09,97813393.8743762,22955810.814321592,5774197.499832486,48505035.37450273,5203148.194027174,30725759.936799366,71460846.18882433
2020-07-10,92030854.2228676,23402466.69795869,5782539.651508601,51260254.70540359,5335883.767871504,33306424.373770013,74662721.40336227
2020-07-11,86281121.21204463,23712494.564327072,5749733.010822961,53972706.579616666,5439705.144454578,36033677.64401151,77685201.14394374
2020-07-12,80605368.79115047,23876478.48943816,5675752.420894159,56612908.37388805,5511768.495783072,38905244.34552319,80489386.86332622
2020-07-13,75043600.37495375,23888361.735547878,5561768.416196716,59150757.40822224,5549885.170087001,41917280.481276006,83039119.14377013
2020-07-14,69633473.65224107,23745841.128276907,5410126.722712682,61556344.74980068,5552647.3299836535,45064340.46968122,85302185.8780776
2020-07-15,64409218.86419981,23450576.29421969,5224254.788041255,63800817.388854995,5519519.622098471,48339387.45272538,87251393.68307468
2020-07-16,59400718.14262399,23008189.20322068,5008500.721575823,65857243.17879978,5450887.812574834,51733849.47535543,88865432.38202046
2020-07-17,54632800.90512948,22428047.760035142,4767917.237494515,67701429.65165137,5348058.680680052,55237721.683183886,90129477.41168651
2020-07-18,50124791.93092486,21722847.017719664,4508008.974204613,69312648.96686299,5213209.716520093,58839712.084492356,91035495.98458266
2020-07-19,45890326.95114361,20908020.219861228,4234464.979781254,70674226.94654429,5049291.777639689,62527425.882450745,91582247.16640551
2020-07-20,41937428.25608504,20001026.724142317,3952898.695058568,71773963.87337545,4859892.19077748,66287581.14639708,91774990.59751776
2020-07-21,38268812.794939786,19020572.94955693,3668615.461145252,72604367.38423164,4649069.235730636,70106246.87127152,91624940.33378857
2020-07-22,34882389.828487456,17985824.854874782,3386422.9664523327,73162691.88870265,4421171.061134484,73969093.427935,91148516.74357742
2020-07-23,31771895.79119577,16915666.260413963,3110494.037291688,73450792.83767739,4180652.631752506,77861645.11071277,90366459.09809135
