,S,E,E_delta,I,I_delta,R,E+I
2020-04-17,1437235920.2825794,380460.4497219183,181669.05676491084,268169.00327509746,148620.54693770892,1439224.2644235576,648629.4529970158
2020-04-18,1437036983.9512053,416638.29863593646,198936.33137427559,293686.3240038719,162758.48246025745,1576465.4261550405,710324.6226398083
2020-04-19,1436819148.2124538,456238.9086890243,217835.73875141243,321621.2621555921,178235.12869832458,1726765.6167016448,777860.1708446164
2020-04-20,1436580628.4747055,499582.6367580645,238519.73774842854,352200.7856016358,195176.00967938828,1891362.1029349894,851783.4223597003
2020-04-21,1436319473.8082988,547019.1311927494,261154.66640674585,385672.7531713028,213718.17197206098,2071608.3073373833,932691.8843640522
2020-04-22,1436033551.8754864,598929.8711605663,285921.93281252554,422307.7539618111,234011.19284470854,2268984.4993915837,1021237.6251223774
2020-04-23,1435720532.5821433,655730.8979229846,313019.2933429811,462401.0916575958,256218.2665805628,2485109.428276362,1118131.9895805805
2020-04-24,1435377870.360567,717875.7465993718,342662.2215761293,506274.92175424076,280517.3728997421,2721752.971079459,1224150.6683536125
2020-04-25,1435002784.9900715,785858.5859464395,375085.3704956737,554280.549202195,307102.531148606,2980849.8747801105,1340139.1351486347
2020-04-26,1434592240.8603227,860217.572218563,410544.1297489111,606800.8933597333,336185.1434767877,3264514.67409936,1467018.4655782962
2020-04-27,1434142924.5817647,941538.4211799325,449316.27855798864,664253.1262135061,367995.42959661904,3575057.8708422063,1605791.5473934386
2020-04-28,1433651220.8483808,1030458.19969726,491703.73338380404,727091.4885172478,402783.9548664766,3915003.4634049414,1757549.688214508
2020-04-29,1433113186.460853,1127669.334915673,538034.3875276604,795810.2867303768,440823.25230924744,4287107.91750106,1923479.6216460497
2020-04-30,1432524522.4234056,1233923.8346517812,588664.0374475629,870947.0713089802,482409.53771145456,4694380.670633911,2104870.9059607615
2020-05-01,1431880544.035835,1350037.707142658,643978.3875705783,953085.9938955803,527864.5150797014,5140106.263127012,2303123.7010382386
2020-05-02,1431176148.9141417,1476895.5614556884,704395.1216932982,1042861.337135598,577537.2673802678,5627868.1872672625,2519756.8985912865
2020-05-03,1430405782.8895833,1615455.3614497054,770366.024558256,1140961.2060606806,631806.2245642391,6161574.542906418,2756416.567510386
2020-05-04,1429563403.757844,1766753.2959081437,842379.1317393063,1248131.3640418672,691081.1972808678,6745485.5822061,3014884.659950011
2020-05-05,1428642442.878431,1931908.71503249,920960.8794129079,1365179.1890235406,755805.4602885616,7384243.2175129885,3297087.9040560303
2020-05-06,1427635764.660661,2112129.0685482584,1006678.2177701391,1492977.7168704325,826457.8642543707,8082902.553920467,3605106.785418691
2020-05-07,1426535624.0181017,2308714.76286419,1100140.6425592343,1632469.7279355577,903554.9482433028,8846965.491098644,3941184.490799748
2020-05-08,1425333621.929747,2523063.833639719,1202002.0883546672,1784671.820101353,987653.0175791384,9682416.416511986,4307735.653741072
2020-05-09,1424020659.3153098,2756676.305339002,1312962.6144373983,1950678.3962495164,1079350.1427381153,10595759.983101938,4707354.701588519
