,Brazil,India,Mexico,Russia,South Africa,United States,South Korea
130,0.0426282028936853,0.0313087102364464,0.12932931326591388,0.01707600396050747,0.01879273705281274,0.052448358623361266,0.022672455378678243
131,0.04250472289435306,0.030972084980237156,0.12872097024431176,0.017125466759298987,0.01878884103390463,0.05165709751294953,0.022588913809676387
132,0.04229083714963069,0.03069064636005217,0.1279797470147206,0.017043858606260214,0.018966652321740544,0.05097967984257331,0.022497008376545672
133,0.04208520867950546,0.03082024944368526,0.12689411545970067,0.017098138024174838,0.018579411958455017,0.05030047650076123,0.022446867786356763
134,0.04178712233823406,0.03048418460459519,0.12599457349254142,0.01719793764726925,0.018914535313199223,0.049908291426766754,0.022377400412632916
135,0.041654123874569474,0.030189195121669447,0.1259659513550687,0.017175871977115988,0.019007433250043216,0.049249947887198116,0.022366237255986722
136,0.04166497980586642,0.029753586150194224,0.1252118562193257,0.01723926630989828,0.01898224576399931,0.04864849871107447,0.02225717656311443
137,0.04146228368524616,0.029311037232020592,0.12408554349468051,0.017325358912302486,0.019144618823091174,0.04798911792882779,0.02218389903582347
138,0.04135565828363964,0.028934609081961337,0.12342017262117187,0.01736017649470843,0.018969374117290213,0.04747737487242661,0.022265625
139,0.04099684486496448,0.02866340015843543,0.12329236746693815,0.0174352468442865,0.0187770612620912,0.04680584428285332,0.02217898832684825
140,0.040463943212029195,0.02823107695164435,0.12226387651210194,0.017426120587068623,0.018781724748727642,0.04614573142200859,0.022241165530068194
141,0.03989682947354616,0.02775506718066377,0.12139907810331008,0.017388628713145473,0.018869508915450722,0.045547909314047806,0.022210225958201588
142,0.03946246553035249,0.02731099194306663,0.12135426884233058,0.017365423165305822,0.019323083080122063,0.044981610498709655,0.02210283960092095
143,0.03907391607395742,0.0269674534218872,0.12167492147122407,0.017426519249801157,0.019735822704474205,0.04437384381310119,0.02207623558169735
144,0.038900562235980374,0.026566526385747215,,0.01752976513588825,,0.04373062767358123,0.02207623558169735
145,0.038759404268386304,0.026253475696420336,,,,0.043144283741891144,0.021925498824064943
146,0.038587043848016526,0.02598146205217968,,,,0.04252238012043782,0.021821202053760192
147,0.03810576096134218,0.02569718750947094,,,,0.04189820211141295,0.021891220943353645
148,,,,,,0.041399660913621565,0.021967311440995653
149,,,,,,0.040919717737107314,0.021984595827413446
150,,,,,,0.040333637099049524,0.021987031378102408
151,,,,,,0.03990059530418358,0.02196008605979672
152,,,,,,0.03946151707250831,0.021906453522794554
153,,,,,,0.03894112783110626,0.021917201682532656
154,,,,,,0.03864506881183078,0.021818983250073466
155,,,,,,0.038250584691462815,0.02179637214745465
156,,,,,,0.03795431067872168,0.021734373860404055
157,,,,,,0.03769612171432453,0.02168061113132048
158,,,,,,0.037279737115531585,0.021712293951056567
159,,,,,,0.03696649159998248,0.021713954834973945
160,,,,,,0.03657516969688381,0.021615390157792347
161,,,,,,0.036222254906051216,0.02152389151958674
162,,,,,,0.03603081527859509,0.021532298447671506
163,,,,,,0.03574805589903009,0.02135963667328981
164,,,,,,,0.02127208480565371
165,,,,,,,0.02123456790123457
166,,,,,,,0.021192705766387383
167,,,,,,,0.021191495333660795
168,,,,,,,0.02116476277244376
