,location,population,total_cases,relative_day,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,target
3148,San Marino,33938.0,187,14,6,4,2,5,17,25,0,0,36,0,21
3149,San Marino,33938.0,208,15,4,2,5,17,25,0,0,36,0,21,10
3150,San Marino,33938.0,218,16,2,5,17,25,0,0,36,0,21,10,5
3151,San Marino,33938.0,223,17,5,17,25,0,0,36,0,21,10,5,1
3152,San Marino,33938.0,224,18,17,25,0,0,36,0,21,10,5,1,5
3153,San Marino,33938.0,229,19,25,0,0,36,0,21,10,5,1,5,0
3154,San Marino,33938.0,229,20,0,0,36,0,21,10,5,1,5,0,1
3155,San Marino,33938.0,230,21,0,36,0,21,10,5,1,5,0,1,6
3156,San Marino,33938.0,236,22,36,0,21,10,5,1,5,0,1,6,9
3157,San Marino,33938.0,245,23,0,21,10,5,1,5,0,1,6,9,6
3158,San Marino,33938.0,251,24,21,10,5,1,5,0,1,6,9,6,8
3159,San Marino,33938.0,259,25,10,5,1,5,0,1,6,9,6,8,7
3160,San Marino,33938.0,266,26,5,1,5,0,1,6,9,6,8,7,11
3161,San Marino,33938.0,277,27,1,5,0,1,6,9,6,8,7,11,2
3162,San Marino,33938.0,279,28,5,0,1,6,9,6,8,7,11,2,29
3163,San Marino,33938.0,308,29,0,1,6,9,6,8,7,11,2,29,25
3164,San Marino,33938.0,333,30,1,6,9,6,8,7,11,2,29,25,11
3165,San Marino,33938.0,344,31,6,9,6,8,7,11,2,29,25,11,12
3166,San Marino,33938.0,356,32,9,6,8,7,11,2,29,25,11,12,0
3167,San Marino,33938.0,356,33,6,8,7,11,2,29,25,11,12,0,0
3168,San Marino,33938.0,356,34,8,7,11,2,29,25,11,12,0,0,16
3169,San Marino,33938.0,372,35,7,11,2,29,25,11,12,0,0,16,20
3170,San Marino,33938.0,392,36,11,2,29,25,11,12,0,0,16,20,34
3171,San Marino,33938.0,426,37,2,29,25,11,12,0,0,16,20,34,9
3172,San Marino,33938.0,435,38,29,25,11,12,0,0,16,20,34,9,20
3173,San Marino,33938.0,455,39,25,11,12,0,0,16,20,34,9,20,6
3174,San Marino,33938.0,461,40,11,12,0,0,16,20,34,9,20,6,1
3175,San Marino,33938.0,462,41,12,0,0,16,20,34,9,20,6,1,14
3176,San Marino,33938.0,476,42,0,0,16,20,34,9,20,6,1,14,12
3177,San Marino,33938.0,488,43,0,16,20,34,9,20,6,1,14,12,13
3178,San Marino,33938.0,501,44,16,20,34,9,20,6,1,14,12,13,12
3179,San Marino,33938.0,513,45,20,34,9,20,6,1,14,12,13,12,0
3180,San Marino,33938.0,513,46,34,9,20,6,1,14,12,13,12,0,25
3181,San Marino,33938.0,538,47,9,20,6,1,14,12,13,12,0,25,0
3182,San Marino,33938.0,538,48,20,6,1,14,12,13,12,0,25,0,15
3183,San Marino,33938.0,553,49,6,1,14,12,13,12,0,25,0,15,10
3184,San Marino,33938.0,563,50,1,14,12,13,12,0,25,0,15,10,6
3185,San Marino,33938.0,569,51,14,12,13,12,0,25,0,15,10,6,11
3186,San Marino,33938.0,580,52,12,13,12,0,25,0,15,10,6,11,0
3187,Saudi Arabia,34813867.0,1885,9,205,133,112,92,99,26,224,110,157,165,0
3188,Saudi Arabia,34813867.0,1885,10,133,112,92,99,26,224,110,157,165,0,294
3189,Saudi Arabia,34813867.0,2179,11,112,92,99,26,224,110,157,165,0,294,206
3190,Saudi Arabia,34813867.0,2385,12,92,99,26,224,110,157,165,0,294,206,138
3191,Saudi Arabia,34813867.0,2523,13,99,26,224,110,157,165,0,294,206,138,272
3192,Saudi Arabia,34813867.0,2795,14,26,224,110,157,165,0,294,206,138,272,137
3193,Saudi Arabia,34813867.0,2932,15,224,110,157,165,0,294,206,138,272,137,355
3194,Saudi Arabia,34813867.0,3287,16,110,157,165,0,294,206,138,272,137,355,364
3195,Saudi Arabia,34813867.0,3651,17,157,165,0,294,206,138,272,137,355,364,382
3196,Saudi Arabia,34813867.0,4033,18,165,0,294,206,138,272,137,355,364,382,429
3197,Saudi Arabia,34813867.0,4462,19,0,294,206,138,272,137,355,364,382,429,472
3198,Saudi Arabia,34813867.0,4934,20,294,206,138,272,137,355,364,382,429,472,435
3199,Saudi Arabia,34813867.0,5369,21,206,138,272,137,355,364,382,429,472,435,493
3200,Saudi Arabia,34813867.0,5862,22,138,272,137,355,364,382,429,472,435,493,518
3201,Saudi Arabia,34813867.0,6380,23,272,137,355,364,382,429,472,435,493,518,762
3202,Saudi Arabia,34813867.0,7142,24,137,355,364,382,429,472,435,493,518,762,1132
3203,Saudi Arabia,34813867.0,8274,25,355,364,382,429,472,435,493,518,762,1132,1088
3204,Saudi Arabia,34813867.0,9362,26,364,382,429,472,435,493,518,762,1132,1088,1122
3205,Saudi Arabia,34813867.0,10484,27,382,429,472,435,493,518,762,1132,1088,1122,1147
3206,Saudi Arabia,34813867.0,11631,28,429,472,435,493,518,762,1132,1088,1122,1147,1141
3207,Saudi Arabia,34813867.0,12772,29,472,435,493,518,762,1132,1088,1122,1147,1141,1158
3208,Saudi Arabia,34813867.0,13930,30,435,493,518,762,1132,1088,1122,1147,1141,1158,1172
3209,Saudi Arabia,34813867.0,15102,31,493,518,762,1132,1088,1122,1147,1141,1158,1172,1197
3210,Saudi Arabia,34813867.0,16299,32,518,762,1132,1088,1122,1147,1141,1158,1172,1197,1223
3211,Saudi Arabia,34813867.0,17522,33,762,1132,1088,1122,1147,1141,1158,1172,1197,1223,1289
3212,Saudi Arabia,34813867.0,18811,34,1132,1088,1122,1147,1141,1158,1172,1197,1223,1289,1266
3213,Saudi Arabia,34813867.0,20077,35,1088,1122,1147,1141,1158,1172,1197,1223,1289,1266,1325
3214,Saudi Arabia,34813867.0,21402,36,1122,1147,1141,1158,1172,1197,1223,1289,1266,1325,1351
3215,Saudi Arabia,34813867.0,22753,37,1147,1141,1158,1172,1197,1223,1289,1266,1325,1351,1344
3216,Saudi Arabia,34813867.0,24097,38,1141,1158,1172,1197,1223,1289,1266,1325,1351,1344,1362
3217,Senegal,16743930.0,265,9,15,5,12,12,3,4,11,7,6,15,13
3218,Senegal,16743930.0,278,10,5,12,12,3,4,11,7,6,15,13,2
3219,Senegal,16743930.0,280,11,12,12,3,4,11,7,6,15,13,2,11
3220,Senegal,16743930.0,291,12,12,3,4,11,7,6,15,13,2,11,8
3221,Senegal,16743930.0,299,13,3,4,11,7,6,15,13,2,11,8,15
3222,Senegal,16743930.0,314,14,4,11,7,6,15,13,2,11,8,15,21
3223,Senegal,16743930.0,335,15,11,7,6,15,13,2,11,8,15,21,7
3224,Senegal,16743930.0,342,16,7,6,15,13,2,11,8,15,21,7,8
3225,Senegal,16743930.0,350,17,6,15,13,2,11,8,15,21,7,8,17
3226,Senegal,16743930.0,367,18,15,13,2,11,8,15,21,7,8,17,10
3227,Senegal,16743930.0,377,19,13,2,11,8,15,21,7,8,17,10,35
3228,Senegal,16743930.0,412,20,2,11,8,15,21,7,8,17,10,35,30
3229,Senegal,16743930.0,442,21,11,8,15,21,7,8,17,10,35,30,37
3230,Senegal,16743930.0,479,22,8,15,21,7,8,17,10,35,30,37,66
3231,Senegal,16743930.0,545,23,15,21,7,8,17,10,35,30,37,66,69
3232,Senegal,16743930.0,614,24,21,7,8,17,10,35,30,37,66,69,57
3233,Senegal,16743930.0,671,25,7,8,17,10,35,30,37,66,69,57,64
3234,Senegal,16743930.0,735,26,8,17,10,35,30,37,66,69,57,64,88
3235,Senegal,16743930.0,823,27,17,10,35,30,37,66,69,57,64,88,59
3236,Senegal,16743930.0,882,28,10,35,30,37,66,69,57,64,88,59,51
3237,Senegal,16743930.0,933,29,35,30,37,66,69,57,64,88,59,51,91
3238,Senegal,16743930.0,1024,30,30,37,66,69,57,64,88,59,51,91,91
3239,Serbia,6804596.0,741,9,9,14,39,34,27,54,81,73,202,82,0
3240,Serbia,6804596.0,741,10,14,39,34,27,54,81,73,202,82,0,159
3241,Serbia,6804596.0,900,11,39,34,27,54,81,73,202,82,0,159,160
3242,Serbia,6804596.0,1060,12,34,27,54,81,73,202,82,0,159,160,111
3243,Serbia,6804596.0,1171,13,27,54,81,73,202,82,0,159,160,111,305
3244,Serbia,6804596.0,1476,14,54,81,73,202,82,0,159,160,111,305,148
3245,Serbia,6804596.0,1624,15,81,73,202,82,0,159,160,111,305,148,284
3246,Serbia,6804596.0,1908,16,73,202,82,0,159,160,111,305,148,284,292
3247,Serbia,6804596.0,2200,17,202,82,0,159,160,111,305,148,284,292,247
3248,Serbia,6804596.0,2447,18,82,0,159,160,111,305,148,284,292,247,219
3249,Serbia,6804596.0,2666,19,0,159,160,111,305,148,284,292,247,219,201
3250,Serbia,6804596.0,2867,20,159,160,111,305,148,284,292,247,219,201,238
3251,Serbia,6804596.0,3105,21,160,111,305,148,284,292,247,219,201,238,275
3252,Serbia,6804596.0,3380,22,111,305,148,284,292,247,219,201,238,275,250
3253,Serbia,6804596.0,3630,23,305,148,284,292,247,219,201,238,275,250,424
3254,Serbia,6804596.0,4054,24,148,284,292,247,219,201,238,275,250,424,411
3255,Serbia,6804596.0,4465,25,284,292,247,219,201,238,275,250,424,411,408
3256,Serbia,6804596.0,4873,26,292,247,219,201,238,275,250,424,411,408,445
3257,Serbia,6804596.0,5318,27,247,219,201,238,275,250,424,411,408,445,372
3258,Serbia,6804596.0,5690,28,219,201,238,275,250,424,411,408,445,372,304
3259,Serbia,6804596.0,5994,29,201,238,275,250,424,411,408,445,372,304,324
3260,Serbia,6804596.0,6318,30,238,275,250,424,411,408,445,372,304,324,312
3261,Serbia,6804596.0,6630,31,275,250,424,411,408,445,372,304,324,312,260
3262,Serbia,6804596.0,6890,32,250,424,411,408,445,372,304,324,312,260,224
3263,Serbia,6804596.0,7114,33,424,411,408,445,372,304,324,312,260,224,162
3264,Serbia,6804596.0,7276,34,411,408,445,372,304,324,312,260,224,162,207
3265,Serbia,6804596.0,7483,35,408,445,372,304,324,312,260,224,162,207,296
3266,Serbia,6804596.0,7779,36,445,372,304,324,312,260,224,162,207,296,263
3267,Serbia,6804596.0,8042,37,372,304,324,312,260,224,162,207,296,263,233
3268,Serbia,6804596.0,8275,38,304,324,312,260,224,162,207,296,263,233,222
3269,Serbia,6804596.0,8497,39,324,312,260,224,162,207,296,263,233,222,227
3270,Serbia,6804596.0,8724,40,312,260,224,162,207,296,263,233,222,227,285
3271,Serbia,6804596.0,9009,41,260,224,162,207,296,263,233,222,227,285,196
3272,Serbia,6804596.0,9205,42,224,162,207,296,263,233,222,227,285,196,157
3273,Singapore,5850343.0,844,9,47,23,54,49,10,26,138,71,41,0,35
3274,Singapore,5850343.0,879,10,23,54,49,10,26,138,71,41,0,35,121
3275,Singapore,5850343.0,1000,11,54,49,10,26,138,71,41,0,35,121,49
3276,Singapore,5850343.0,1049,12,49,10,26,138,71,41,0,35,121,49,65
3277,Singapore,5850343.0,1114,13,10,26,138,71,41,0,35,121,49,65,75
3278,Singapore,5850343.0,1189,14,26,138,71,41,0,35,121,49,65,75,120
3279,Singapore,5850343.0,1309,15,138,71,41,0,35,121,49,65,75,120,66
3280,Singapore,5850343.0,1375,16,71,41,0,35,121,49,65,75,120,66,106
3281,Singapore,5850343.0,1481,17,41,0,35,121,49,65,75,120,66,106,142
3282,Singapore,5850343.0,1623,18,0,35,121,49,65,75,120,66,106,142,286
3283,Singapore,5850343.0,1909,19,35,121,49,65,75,120,66,106,142,286,0
3284,Singapore,5850343.0,1909,20,121,49,65,75,120,66,106,142,286,0,390
3285,Singapore,5850343.0,2299,21,49,65,75,120,66,106,142,286,0,390,233
3286,Singapore,5850343.0,2532,22,65,75,120,66,106,142,286,0,390,233,386
3287,Singapore,5850343.0,2918,23,75,120,66,106,142,286,0,390,233,386,334
3288,Singapore,5850343.0,3252,24,120,66,106,142,286,0,390,233,386,334,447
3289,Singapore,5850343.0,3699,25,66,106,142,286,0,390,233,386,334,447,728
3290,Singapore,5850343.0,4427,26,106,142,286,0,390,233,386,334,447,728,623
3291,Singapore,5850343.0,5050,27,142,286,0,390,233,386,334,447,728,623,942
3292,Singapore,5850343.0,5992,28,286,0,390,233,386,334,447,728,623,942,596
3293,Singapore,5850343.0,6588,29,0,390,233,386,334,447,728,623,942,596,1426
3294,Singapore,5850343.0,8014,30,390,233,386,334,447,728,623,942,596,1426,1111
3295,Singapore,5850343.0,9125,31,233,386,334,447,728,623,942,596,1426,1111,1016
3296,Singapore,5850343.0,10141,32,386,334,447,728,623,942,596,1426,1111,1016,1037
3297,Singapore,5850343.0,11178,33,334,447,728,623,942,596,1426,1111,1016,1037,0
3298,Singapore,5850343.0,11178,34,447,728,623,942,596,1426,1111,1016,1037,0,1515
3299,Singapore,5850343.0,12693,35,728,623,942,596,1426,1111,1016,1037,0,1515,931
3300,Singapore,5850343.0,13624,36,623,942,596,1426,1111,1016,1037,0,1515,931,799
3301,Singapore,5850343.0,14423,37,942,596,1426,1111,1016,1037,0,1515,931,799,528
3302,Singapore,5850343.0,14951,38,596,1426,1111,1016,1037,0,1515,931,799,528,690
3303,Singapore,5850343.0,15641,39,1426,1111,1016,1037,0,1515,931,799,528,690,528
3304,Singapore,5850343.0,16169,40,1111,1016,1037,0,1515,931,799,528,690,528,932
3305,Singapore,5850343.0,17101,41,1016,1037,0,1515,931,799,528,690,528,932,447
3306,Sint Maarten (Dutch part),42882.0,64,9,10,0,0,0,2,0,5,0,0,7,3
3307,Sint Maarten (Dutch part),42882.0,67,10,0,0,0,2,0,5,0,0,7,3,1
3308,Sint Maarten (Dutch part),42882.0,68,11,0,0,2,0,5,0,0,7,3,1,0
3309,Sint Maarten (Dutch part),42882.0,68,12,0,2,0,5,0,0,7,3,1,0,5
3310,Sint Maarten (Dutch part),42882.0,73,13,2,0,5,0,0,7,3,1,0,5,0
3311,Sint Maarten (Dutch part),42882.0,73,14,0,5,0,0,7,3,1,0,5,0,0
3312,Sint Maarten (Dutch part),42882.0,73,15,5,0,0,7,3,1,0,5,0,0,0
3313,Sint Maarten (Dutch part),42882.0,73,16,0,0,7,3,1,0,5,0,0,0,1
3314,Sint Maarten (Dutch part),42882.0,74,17,0,7,3,1,0,5,0,0,0,1,1
3315,Sint Maarten (Dutch part),42882.0,75,18,7,3,1,0,5,0,0,0,1,1,0
3316,Sint Maarten (Dutch part),42882.0,75,19,3,1,0,5,0,0,0,1,1,0,1
3317,Sint Maarten (Dutch part),42882.0,76,20,1,0,5,0,0,0,1,1,0,1,0
3318,Sint Maarten (Dutch part),42882.0,76,21,0,5,0,0,0,1,1,0,1,0,0
3319,Sint Maarten (Dutch part),42882.0,76,22,5,0,0,0,1,1,0,1,0,0,0
3320,Slovenia,2078932.0,577,9,22,11,33,22,42,31,28,38,48,49,55
3321,Slovenia,2078932.0,632,10,11,33,22,42,31,28,38,48,49,55,59
3322,Slovenia,2078932.0,691,11,33,22,42,31,28,38,48,49,55,59,39
3323,Slovenia,2078932.0,730,12,22,42,31,28,38,48,49,55,59,39,33
3324,Slovenia,2078932.0,763,13,42,31,28,38,48,49,55,59,39,33,51
3325,Slovenia,2078932.0,814,14,31,28,38,48,49,55,59,39,33,51,27
3326,Slovenia,2078932.0,841,15,28,38,48,49,55,59,39,33,51,27,56
3327,Slovenia,2078932.0,897,16,38,48,49,55,59,39,33,51,27,56,37
3328,Slovenia,2078932.0,934,17,48,49,55,59,39,33,51,27,56,37,43
3329,Slovenia,2078932.0,977,18,49,55,59,39,33,51,27,56,37,43,20
3330,Slovenia,2078932.0,997,19,55,59,39,33,51,27,56,37,43,20,24
3331,Slovenia,2078932.0,1021,20,59,39,33,51,27,56,37,43,20,24,34
3332,Slovenia,2078932.0,1055,21,39,33,51,27,56,37,43,20,24,34,36
3333,Slovenia,2078932.0,1091,22,33,51,27,56,37,43,20,24,34,36,33
3334,Slovenia,2078932.0,1124,23,51,27,56,37,43,20,24,34,36,33,36
3335,Slovenia,2078932.0,1160,24,27,56,37,43,20,24,34,36,33,36,28
3336,Slovenia,2078932.0,1188,25,56,37,43,20,24,34,36,33,36,28,17
3337,Slovenia,2078932.0,1205,26,37,43,20,24,34,36,33,36,28,17,7
3338,Slovenia,2078932.0,1212,27,43,20,24,34,36,33,36,28,17,7,8
3339,Slovenia,2078932.0,1220,28,20,24,34,36,33,36,28,17,7,8,28
3340,Slovenia,2078932.0,1248,29,24,34,36,33,36,28,17,7,8,28,20
3341,Slovenia,2078932.0,1268,30,34,36,33,36,28,17,7,8,28,20,36
3342,Slovenia,2078932.0,1304,31,36,33,36,28,17,7,8,28,20,36,13
3343,Slovenia,2078932.0,1317,32,33,36,28,17,7,8,28,20,36,13,13
3344,Slovenia,2078932.0,1330,33,36,28,17,7,8,28,20,36,13,13,5
3345,Slovenia,2078932.0,1335,34,28,17,7,8,28,20,36,13,13,5,5
3346,Slovenia,2078932.0,1340,35,17,7,8,28,20,36,13,13,5,5,13
3347,Slovenia,2078932.0,1353,36,7,8,28,20,36,13,13,5,5,13,13
3348,Slovenia,2078932.0,1366,37,8,28,20,36,13,13,5,5,13,13,7
3349,Slovenia,2078932.0,1373,38,28,20,36,13,13,5,5,13,13,7,15
3350,Slovenia,2078932.0,1388,39,20,36,13,13,5,5,13,13,7,15,19
3351,Slovenia,2078932.0,1407,40,36,13,13,5,5,13,13,7,15,19,0
3352,Slovenia,2078932.0,1407,41,13,13,5,5,13,13,7,15,19,0,1
3353,Slovenia,2078932.0,1408,42,13,5,5,13,13,7,15,19,0,1,10
3354,Slovenia,2078932.0,1418,43,5,5,13,13,7,15,19,0,1,10,11
3355,Slovenia,2078932.0,1429,44,5,13,13,7,15,19,0,1,10,11,5
3356,Slovenia,2078932.0,1434,45,13,13,7,15,19,0,1,10,11,5,5
3357,Somalia,15893219.0,328,9,35,20,0,36,19,29,73,49,0,42,0
3358,Somalia,15893219.0,328,10,20,0,36,19,29,73,49,0,42,0,62
3359,Somalia,15893219.0,390,11,0,36,19,29,73,49,0,42,0,62,46
3360,Somalia,15893219.0,436,12,36,19,29,73,49,0,42,0,62,46,44
3361,Somalia,15893219.0,480,13,19,29,73,49,0,42,0,62,46,44,48
3362,Somalia,15893219.0,528,14,29,73,49,0,42,0,62,46,44,48,54
3363,Somalia,15893219.0,582,15,73,49,0,42,0,62,46,44,48,54,19
3364,Somalia,15893219.0,601,16,49,0,42,0,62,46,44,48,54,19,0
3365,Somalia,15893219.0,601,17,0,42,0,62,46,44,48,54,19,0,70
3366,South Africa,59308690.0,1585,9,218,243,17,93,46,27,27,82,43,80,70
3367,South Africa,59308690.0,1655,10,243,17,93,46,27,27,82,43,80,70,31
3368,South Africa,59308690.0,1686,11,17,93,46,27,27,82,43,80,70,31,63
3369,South Africa,59308690.0,1749,12,93,46,27,27,82,43,80,70,31,63,96
3370,South Africa,59308690.0,1845,13,46,27,27,82,43,80,70,31,63,96,89
3371,South Africa,59308690.0,1934,14,27,27,82,43,80,70,31,63,96,89,69
3372,South Africa,59308690.0,2003,15,27,82,43,80,70,31,63,96,89,69,25
3373,South Africa,59308690.0,2028,16,82,43,80,70,31,63,96,89,69,25,145
3374,South Africa,59308690.0,2173,17,43,80,70,31,63,96,89,69,25,145,99
3375,South Africa,59308690.0,2272,18,80,70,31,63,96,89,69,25,145,99,143
3376,South Africa,59308690.0,2415,19,70,31,63,96,89,69,25,145,99,143,91
3377,South Africa,59308690.0,2506,20,31,63,96,89,69,25,145,99,143,91,99
3378,South Africa,59308690.0,2605,21,63,96,89,69,25,145,99,143,91,99,178
3379,South Africa,59308690.0,2783,22,96,89,69,25,145,99,143,91,99,178,251
3380,South Africa,59308690.0,3034,23,89,69,25,145,99,143,91,99,178,251,124
3381,South Africa,59308690.0,3158,24,69,25,145,99,143,91,99,178,251,124,142
3382,South Africa,59308690.0,3300,25,25,145,99,143,91,99,178,251,124,142,165
3383,South Africa,59308690.0,3465,26,145,99,143,91,99,178,251,124,142,165,170
3384,South Africa,59308690.0,3635,27,99,143,91,99,178,251,124,142,165,170,318
3385,South Africa,59308690.0,3953,28,143,91,99,178,251,124,142,165,170,318,267
3386,South Africa,59308690.0,4220,29,91,99,178,251,124,142,165,170,318,267,141
3387,South Africa,59308690.0,4361,30,99,178,251,124,142,165,170,318,267,141,185
3388,South Africa,59308690.0,4546,31,178,251,124,142,165,170,318,267,141,185,247
3389,South Africa,59308690.0,4793,32,251,124,142,165,170,318,267,141,185,247,203
3390,South Africa,59308690.0,4996,33,124,142,165,170,318,267,141,185,247,203,354
3391,South Africa,59308690.0,5350,34,142,165,170,318,267,141,185,247,203,354,297
3392,South Africa,59308690.0,5647,35,165,170,318,267,141,185,247,203,354,297,304
3393,South Africa,59308690.0,5951,36,170,318,267,141,185,247,203,354,297,304,385
3394,Spain,46754783.0,4231,9,49,61,113,56,159,615,435,501,864,1227,1522
3395,Spain,46754783.0,5753,10,61,113,56,159,615,435,501,864,1227,1522,2000
3396,Spain,46754783.0,7753,11,113,56,159,615,435,501,864,1227,1522,2000,1438
3397,Spain,46754783.0,9191,12,56,159,615,435,501,864,1227,1522,2000,1438,1987
3398,Spain,46754783.0,11178,13,159,615,435,501,864,1227,1522,2000,1438,1987,2538
3399,Spain,46754783.0,13716,14,615,435,501,864,1227,1522,2000,1438,1987,2538,3431
3400,Spain,46754783.0,17147,15,435,501,864,1227,1522,2000,1438,1987,2538,3431,2833
3401,Spain,46754783.0,19980,16,501,864,1227,1522,2000,1438,1987,2538,3431,2833,4946
3402,Spain,46754783.0,24926,17,864,1227,1522,2000,1438,1987,2538,3431,2833,4946,3646
3403,Spain,46754783.0,28572,18,1227,1522,2000,1438,1987,2538,3431,2833,4946,3646,4517
3404,Spain,46754783.0,33089,19,1522,2000,1438,1987,2538,3431,2833,4946,3646,4517,6584
3405,Spain,46754783.0,39673,20,2000,1438,1987,2538,3431,2833,4946,3646,4517,6584,7937
3406,Spain,46754783.0,47610,21,1438,1987,2538,3431,2833,4946,3646,4517,6584,7937,8578
3407,Spain,46754783.0,56188,22,1987,2538,3431,2833,4946,3646,4517,6584,7937,8578,7871
3408,Spain,46754783.0,64059,23,2538,3431,2833,4946,3646,4517,6584,7937,8578,7871,8189
3409,Spain,46754783.0,72248,24,3431,2833,4946,3646,4517,6584,7937,8578,7871,8189,6549
3410,Spain,46754783.0,78797,25,2833,4946,3646,4517,6584,7937,8578,7871,8189,6549,6398
3411,Spain,46754783.0,85195,26,4946,3646,4517,6584,7937,8578,7871,8189,6549,6398,9222
3412,Spain,46754783.0,94417,27,3646,4517,6584,7937,8578,7871,8189,6549,6398,9222,7719
3413,Spain,46754783.0,102136,28,4517,6584,7937,8578,7871,8189,6549,6398,9222,7719,8102
3414,Spain,46754783.0,110238,29,6584,7937,8578,7871,8189,6549,6398,9222,7719,8102,7472
3415,Spain,46754783.0,117710,30,7937,8578,7871,8189,6549,6398,9222,7719,8102,7472,7026
3416,Spain,46754783.0,124736,31,8578,7871,8189,6549,6398,9222,7719,8102,7472,7026,6023
3417,Spain,46754783.0,130759,32,7871,8189,6549,6398,9222,7719,8102,7472,7026,6023,4273
3418,Spain,46754783.0,135032,33,8189,6549,6398,9222,7719,8102,7472,7026,6023,4273,5478
3419,Spain,46754783.0,140510,34,6549,6398,9222,7719,8102,7472,7026,6023,4273,5478,6180
3420,Spain,46754783.0,146690,35,6398,9222,7719,8102,7472,7026,6023,4273,5478,6180,5756
3421,Spain,46754783.0,152446,36,9222,7719,8102,7472,7026,6023,4273,5478,6180,5756,4576
3422,Spain,46754783.0,157022,37,7719,8102,7472,7026,6023,4273,5478,6180,5756,4576,4830
3423,Spain,46754783.0,161852,38,8102,7472,7026,6023,4273,5478,6180,5756,4576,4830,4167
3424,Spain,46754783.0,166019,39,7472,7026,6023,4273,5478,6180,5756,4576,4830,4167,3477
3425,Spain,46754783.0,169496,40,7026,6023,4273,5478,6180,5756,4576,4830,4167,3477,7968
3426,Spain,46754783.0,177464,41,6023,4273,5478,6180,5756,4576,4830,4167,3477,7968,4040
3427,Spain,46754783.0,181504,42,4273,5478,6180,5756,4576,4830,4167,3477,7968,4040,4400
3428,Spain,46754783.0,185904,43,5478,6180,5756,4576,4830,4167,3477,7968,4040,4400,4104
3429,Spain,46754783.0,190008,44,6180,5756,4576,4830,4167,3477,7968,4040,4400,4104,-1430
3430,Spain,46754783.0,188578,45,5756,4576,4830,4167,3477,7968,4040,4400,4104,-1430,2585
3431,Spain,46754783.0,191163,46,4576,4830,4167,3477,7968,4040,4400,4104,-1430,2585,3352
3432,Spain,46754783.0,194515,47,4830,4167,3477,7968,4040,4400,4104,-1430,2585,3352,2627
3433,Spain,46754783.0,197142,48,4167,3477,7968,4040,4400,4104,-1430,2585,3352,2627,3052
3434,Spain,46754783.0,200194,49,3477,7968,4040,4400,4104,-1430,2585,3352,2627,3052,2767
3435,Spain,46754783.0,202961,50,7968,4040,4400,4104,-1430,2585,3352,2627,3052,2767,2944
3436,Spain,46754783.0,205905,51,4040,4400,4104,-1430,2585,3352,2627,3052,2767,2944,1729
3437,Spain,46754783.0,207634,52,4400,4104,-1430,2585,3352,2627,3052,2767,2944,1729,1831
3438,Spain,46754783.0,209465,53,4104,-1430,2585,3352,2627,3052,2767,2944,1729,1831,1308
3439,Spain,46754783.0,210773,54,-1430,2585,3352,2627,3052,2767,2944,1729,1831,1308,2144
3440,Spain,46754783.0,212917,55,2585,3352,2627,3052,2767,2944,1729,1831,1308,2144,518
3441,Spain,46754783.0,213435,56,3352,2627,3052,2767,2944,1729,1831,1308,2144,518,1781
3442,Spain,46754783.0,215216,57,2627,3052,2767,2944,1729,1831,1308,2144,518,1781,1366
3443,Sri Lanka,21413250.0,178,9,9,5,0,2,21,5,3,8,7,12,7
3444,Sri Lanka,21413250.0,185,10,5,0,2,21,5,3,8,7,12,7,4
3445,Sri Lanka,21413250.0,189,11,0,2,21,5,3,8,7,12,7,4,1
3446,Sri Lanka,21413250.0,190,12,2,21,5,3,8,7,12,7,4,1,7
3447,Sri Lanka,21413250.0,197,13,21,5,3,8,7,12,7,4,1,7,2
3448,Sri Lanka,21413250.0,199,14,5,3,8,7,12,7,4,1,7,2,11
3449,Sri Lanka,21413250.0,210,15,3,8,7,12,7,4,1,7,2,11,8
3450,Sri Lanka,21413250.0,218,16,8,7,12,7,4,1,7,2,11,8,15
3451,Sri Lanka,21413250.0,233,17,7,12,7,4,1,7,2,11,8,15,4
3452,Sri Lanka,21413250.0,237,18,12,7,4,1,7,2,11,8,15,4,1
3453,Sri Lanka,21413250.0,238,19,7,4,1,7,2,11,8,15,4,1,6
3454,Sri Lanka,21413250.0,244,20,4,1,7,2,11,8,15,4,1,6,10
3455,Sri Lanka,21413250.0,254,21,1,7,2,11,8,15,4,1,6,10,41
3456,Sri Lanka,21413250.0,295,22,7,2,11,8,15,4,1,6,10,41,9
3457,Sri Lanka,21413250.0,304,23,2,11,8,15,4,1,6,10,41,9,6
3458,Sri Lanka,21413250.0,310,24,11,8,15,4,1,6,10,41,9,6,20
3459,Sri Lanka,21413250.0,330,25,8,15,4,1,6,10,41,9,6,20,38
3460,Sri Lanka,21413250.0,368,26,15,4,1,6,10,41,9,6,20,38,52
3461,Sri Lanka,21413250.0,420,27,4,1,6,10,41,9,6,20,38,52,42
3462,Sri Lanka,21413250.0,462,28,1,6,10,41,9,6,20,38,52,42,61
3463,Sri Lanka,21413250.0,523,29,6,10,41,9,6,20,38,52,42,61,65
3464,Sri Lanka,21413250.0,588,30,10,41,9,6,20,38,52,42,61,65,31
3465,Sri Lanka,21413250.0,619,31,41,9,6,20,38,52,42,61,65,31,30
3466,Sri Lanka,21413250.0,649,32,9,6,20,38,52,42,61,65,31,30,16
3467,Sri Lanka,21413250.0,665,33,6,20,38,52,42,61,65,31,30,16,25
